,loss,accuracy,val_loss,val_accuracy
0,11.534846305847168,0.0436842106282711,11.345370292663574,0.02631578966975212
1,10.78535270690918,0.07052631676197052,10.831388473510742,0.031578946858644485
2,10.065196990966797,0.09157894551753998,10.112907409667969,0.05263157933950424
3,9.338091850280762,0.11140350997447968,9.411626815795898,0.049473684281110764
4,8.636739730834961,0.11368420720100403,8.57632827758789,0.07157894968986511
5,7.946103572845459,0.12385965138673782,8.003399848937988,0.06473684310913086
6,7.301047325134277,0.1321052610874176,7.304258823394775,0.08157894760370255
7,6.71641731262207,0.1377193033695221,6.751078128814697,0.09210526198148727
8,6.171299934387207,0.15210525691509247,6.574614524841309,0.059473685920238495
9,5.713601112365723,0.15877193212509155,5.9013352394104,0.0736842080950737
10,5.284788131713867,0.1650877147912979,5.576574325561523,0.08105263113975525
11,4.9365034103393555,0.17263157665729523,5.090747356414795,0.08526315540075302
12,4.611316204071045,0.19228069484233856,4.8107523918151855,0.10789473354816437
13,4.345382213592529,0.19070175290107727,4.708891868591309,0.1178947389125824
14,4.111594200134277,0.19877192378044128,4.369764804840088,0.10894736647605896
15,3.9146642684936523,0.2022807002067566,4.334112167358398,0.11473684012889862
16,3.7349298000335693,0.20754386484622955,3.7800464630126953,0.17000000178813934
17,3.5929672718048096,0.21666666865348816,4.077449321746826,0.12999999523162842
18,3.4740090370178223,0.22543859481811523,3.5471134185791016,0.18631578981876373
19,3.3512845039367676,0.2392982393503189,4.0683817863464355,0.11999999731779099
20,3.269885301589966,0.2307017594575882,3.6003684997558594,0.1742105334997177
21,3.1785848140716553,0.25122806429862976,3.521836757659912,0.17052631080150604
22,3.1100692749023438,0.2449122816324234,3.355958938598633,0.18789473176002502
23,3.0614168643951416,0.2526315748691559,3.2375125885009766,0.2189473658800125
24,2.989492177963257,0.24877193570137024,3.8060522079467773,0.14894737303256989
25,2.9325358867645264,0.25736841559410095,3.3438949584960938,0.17105263471603394
26,2.893883228302002,0.26245614886283875,3.073817491531372,0.21526315808296204
27,2.8628787994384766,0.27157893776893616,3.134770393371582,0.20894737541675568
28,2.844076633453369,0.27368420362472534,2.98058819770813,0.2357894778251648
29,2.8026528358459473,0.2682456076145172,3.441410779953003,0.1752631515264511
30,2.757418394088745,0.281403511762619,3.066053867340088,0.24684210121631622
31,2.7347893714904785,0.2864912152290344,3.0027852058410645,0.22684210538864136
32,2.6910929679870605,0.28824561834335327,3.0085716247558594,0.23894736170768738
33,2.6454763412475586,0.3024561405181885,3.1876766681671143,0.21578946709632874
34,2.616885185241699,0.3110526204109192,2.7409610748291016,0.28631579875946045
35,2.5863287448883057,0.3170175552368164,4.622616767883301,0.12789474427700043
36,2.551661729812622,0.3164912164211273,3.407498359680176,0.19894737005233765
37,2.5909266471862793,0.30982455611228943,3.057645559310913,0.25999999046325684
38,2.484100103378296,0.336315780878067,2.678744316101074,0.29894736409187317
39,2.4662020206451416,0.3352631628513336,3.627342462539673,0.20210526883602142
40,2.432105779647827,0.3450877070426941,3.2784268856048584,0.22789473831653595
41,2.4045846462249756,0.34982454776763916,2.8190603256225586,0.269473671913147
42,2.418935775756836,0.34473684430122375,5.536205768585205,0.12684211134910583
43,2.3773624897003174,0.35543859004974365,2.860762119293213,0.2784210443496704
44,2.370732545852661,0.35649123787879944,5.223031520843506,0.11526315659284592
45,2.3470776081085205,0.36614036560058594,3.642099618911743,0.2073684185743332
46,2.3147494792938232,0.3770175576210022,4.2748613357543945,0.1773684173822403
47,2.2912492752075195,0.37929823994636536,3.820115804672241,0.1899999976158142
48,2.284564733505249,0.379122793674469,5.603363037109375,0.14947368204593658
49,2.245877265930176,0.38596490025520325,3.02308988571167,0.2647368311882019
50,2.250352144241333,0.3836842179298401,2.790081262588501,0.2757894694805145
51,2.276873826980591,0.37982454895973206,2.6961793899536133,0.2963157892227173
52,2.2523937225341797,0.3831579089164734,2.4706244468688965,0.34578946232795715
53,2.21163010597229,0.4015789330005646,2.432321071624756,0.3405263125896454
54,2.189201831817627,0.39859649538993835,2.4936017990112305,0.3273684084415436
55,2.178236484527588,0.4080701768398285,3.661200761795044,0.21736842393875122
56,2.1591622829437256,0.40771928429603577,2.533989191055298,0.33000001311302185
57,2.1335530281066895,0.41649124026298523,3.0260825157165527,0.28421053290367126
58,2.1555283069610596,0.4131578803062439,2.489743947982788,0.3357894718647003
59,2.154386281967163,0.4029824435710907,2.9405219554901123,0.277368426322937
60,2.1416821479797363,0.41596490144729614,2.5553767681121826,0.3273684084415436
61,2.1331090927124023,0.41280701756477356,3.330263376235962,0.25631579756736755
62,2.1250758171081543,0.4171929955482483,2.731652021408081,0.3357894718647003
63,2.101149320602417,0.4222806990146637,2.6562840938568115,0.336315780878067
64,2.097292423248291,0.42561402916908264,2.885765552520752,0.3110526204109192
65,2.1071183681488037,0.4142105281352997,3.077766180038452,0.312105268239975
66,2.083481788635254,0.4368421137332916,2.759673595428467,0.3231579065322876
67,2.071384906768799,0.43105262517929077,2.5785083770751953,0.3521052598953247
68,2.069704532623291,0.4303508698940277,2.502108097076416,0.3557894825935364
69,2.0465750694274902,0.43719297647476196,2.9525434970855713,0.2957894802093506
70,2.066606044769287,0.4368421137332916,2.2103607654571533,0.3947368562221527
71,2.0509910583496094,0.43929824233055115,2.231168031692505,0.40526315569877625
72,2.0421130657196045,0.44087719917297363,2.2676169872283936,0.3931578993797302
73,2.0295779705047607,0.4528070092201233,2.9405343532562256,0.304736852645874
74,2.023343324661255,0.4421052634716034,2.397625684738159,0.37473684549331665
75,2.0067193508148193,0.4526315927505493,2.7192542552948,0.34578946232795715
76,1.9809608459472656,0.45561403036117554,2.328239679336548,0.4005263149738312
77,2.014538049697876,0.4577192962169647,2.746662139892578,0.33421051502227783
78,2.019435405731201,0.4554385840892792,2.518026828765869,0.35789474844932556
79,1.9751783609390259,0.4608771800994873,2.420159339904785,0.3815789520740509
80,1.9691693782806396,0.46526315808296204,2.3808236122131348,0.40473684668540955
81,1.953618049621582,0.4740350842475891,2.311645269393921,0.40263158082962036
82,1.9744664430618286,0.4577192962169647,2.844524383544922,0.30263158679008484
83,1.9670437574386597,0.4680701792240143,2.606563091278076,0.34631580114364624
84,1.944256067276001,0.47333332896232605,2.5285239219665527,0.3652631640434265
85,1.9581767320632935,0.46666666865348816,2.407382011413574,0.37315788865089417
86,1.9477609395980835,0.47228071093559265,2.337122917175293,0.38684210181236267
87,1.9574788808822632,0.47070175409317017,2.3333661556243896,0.40578946471214294
88,1.9285874366760254,0.4785964787006378,2.658865213394165,0.3389473557472229
89,1.9217621088027954,0.48087719082832336,2.3346548080444336,0.40315788984298706
90,1.895580768585205,0.4812280833721161,2.779367446899414,0.3410526216030121
91,1.906221866607666,0.476491242647171,2.3878719806671143,0.3678947389125824
92,1.9142701625823975,0.4826315641403198,2.497448444366455,0.3689473569393158
93,1.8925529718399048,0.49350878596305847,2.3210060596466064,0.4000000059604645
94,1.9011681079864502,0.4787719249725342,2.502626657485962,0.3694736957550049
95,1.9044209718704224,0.49210527539253235,2.410954713821411,0.37631580233573914
96,1.8816685676574707,0.49157893657684326,3.3430519104003906,0.30210527777671814
97,1.8996872901916504,0.4822807013988495,2.3672351837158203,0.4000000059604645
98,1.8958616256713867,0.4894736707210541,2.0561397075653076,0.453157901763916
99,1.8743683099746704,0.49561402201652527,2.242950201034546,0.4005263149738312
100,1.877431869506836,0.49719297885894775,2.872258186340332,0.31789472699165344
101,1.8874361515045166,0.4871929883956909,2.102569818496704,0.44947367906570435
102,1.8635728359222412,0.49614036083221436,2.7104384899139404,0.3657894730567932
103,1.8572007417678833,0.4975438714027405,2.201270580291748,0.4231579005718231
104,1.8592700958251953,0.5026316046714783,2.11161208152771,0.4547368288040161
105,1.852162480354309,0.49473685026168823,2.7296433448791504,0.3542105257511139
106,1.8513774871826172,0.5008772015571594,3.388800859451294,0.2815789580345154
